book_id,author_id,book_genre,user_id,num_pages,book_rating,publisher_id,publish_year,book_price,text_lang
1204,377,4,22808,566,7,43,2012,101,6
265,3,7,7264,261,2,34,2003,154,7
2996,309,10,28127,296,5,37,2018,167,4
2136,150,6,28642,285,9,8,2013,106,2
2310,87,8,18685,143,8,17,2015,41,5
1511,325,2,20231,644,8,37,2014,158,2
1221,43,6,27963,215,6,26,2015,49,3
652,340,4,27439,536,9,44,2021,29,6
1236,185,1,22601,276,10,14,2006,133,7
2292,405,7,28572,566,1,11,2001,115,2
4,195,1,19722,467,2,47,2009,154,6
1306,208,1,28298,643,1,4,2007,41,3
438,48,9,8218,274,4,32,2006,147,4
938,405,5,13608,253,6,21,2018,112,6
174,284,3,19578,506,10,33,2003,121,1
1884,431,4,7964,275,10,47,2014,143,3
2793,111,4,18381,176,4,4,2018,187,6
935,133,5,25874,458,1,34,2016,71,6
1850,225,7,15094,695,6,29,2015,140,7
777,14,4,3422,652,2,6,2010,61,6
498,40,5,604,454,9,43,2013,5,5
2916,406,6,13512,643,5,11,2000,7,1
1232,87,9,3710,681,3,13,2008,172,5
2614,35,9,23060,75,9,22,2015,91,7
517,175,2,22243,471,4,32,2015,189,4
1371,92,4,3761,198,7,18,2011,176,1
1046,242,2,5799,679,9,37,2005,110,1
1608,386,1,28139,272,7,12,2018,18,1
2094,29,7,7888,123,9,32,2016,39,3
581,345,4,6436,501,3,48,2009,181,4
1374,111,7,25276,479,6,30,2011,54,7
2541,112,7,21927,639,6,24,2002,25,7
90,439,6,1805,620,7,29,2018,98,1
2234,309,4,8629,287,1,24,2008,69,2
1775,359,2,14123,678,3,24,2008,49,4
691,343,6,12685,118,8,31,2020,16,2
2355,321,4,22542,413,2,27,2018,162,3
508,111,3,3702,622,2,26,2013,103,1
1892,332,8,5744,207,2,44,2002,41,1
1191,258,8,26995,247,4,8,2004,125,6
1613,132,4,15132,570,6,17,2011,110,3
1435,40,6,24521,508,4,30,2007,126,5
2470,211,6,4590,654,1,15,2011,40,4
2376,216,4,1688,246,8,29,2015,62,4
2556,176,4,8250,531,5,18,2015,6,1
2526,437,3,11501,598,9,29,2006,125,4
512,3,7,6320,185,9,8,2010,69,3
44,118,5,3933,149,8,28,2008,137,7
724,339,7,3035,475,5,45,2020,34,4
2788,297,10,3918,258,4,34,2008,23,2
608,163,7,25617,472,2,43,2014,14,5
1105,127,6,7769,574,6,13,2014,63,6
675,423,4,28481,541,10,25,2016,138,5
2010,206,10,29482,164,1,11,2018,188,2
2482,184,8,2598,345,10,28,2010,185,5
1702,347,5,11426,560,2,17,2003,179,7
704,60,5,23277,362,7,39,2012,97,1
2757,52,3,11530,558,8,42,2009,103,3
924,204,3,22300,665,7,33,2007,137,7
88,418,1,4538,464,4,35,2020,62,3
166,191,8,20829,500,5,12,2010,7,5
1740,224,3,24301,511,4,2,2016,114,7
2842,329,10,2674,366,8,17,2007,167,5
1154,81,4,28850,314,9,50,2006,43,6
525,371,3,23967,329,10,14,2013,186,5
2398,99,7,7684,269,6,27,2014,174,4
510,404,8,7292,285,8,45,2004,137,6
1754,321,6,2153,260,7,48,2009,185,1
2536,340,2,11596,309,7,8,2014,196,6
2711,138,6,21231,441,5,45,2013,188,3
2022,373,10,4633,406,6,42,2007,67,1
1344,175,9,12526,349,9,26,2018,136,5
2759,11,9,728,373,9,50,2009,135,5
1490,39,7,9401,216,6,17,2012,87,6
735,422,5,10382,617,4,5,2010,26,4
118,85,7,8856,333,9,41,2015,134,5
1998,167,2,19495,115,6,1,2003,54,5
1430,44,2,16129,537,2,42,2002,194,3
1627,84,2,928,524,1,32,2021,40,7
2683,137,6,18439,531,6,10,2015,27,3
2101,40,8,20505,511,6,42,2011,84,1
2197,180,1,23051,146,1,39,2016,150,4
529,86,3,6013,87,8,16,2013,130,3
1300,131,9,6296,370,6,46,2016,152,6
350,372,9,27110,503,6,1,2006,121,4
2712,149,10,3790,624,6,10,2008,75,5
1155,227,3,12376,506,2,10,2018,23,3
2424,396,6,28894,352,7,43,2015,182,4
1399,117,8,19086,335,6,9,2006,120,5
2106,398,4,22328,274,2,30,2012,26,1
106,318,9,8703,567,7,15,2021,20,4
1945,60,8,27762,570,4,21,2013,109,5
674,85,9,26753,189,1,32,2000,144,1
2641,440,9,8760,384,9,29,2005,128,1
2590,184,5,12848,604,1,42,2014,79,7
751,198,10,1910,378,3,20,2019,63,4
1828,263,10,8711,305,1,36,2011,22,3
500,413,3,21304,271,7,15,2003,5,4
1808,277,3,4673,85,8,22,2014,48,5
1350,69,10,21963,409,8,15,2000,78,2
2925,278,8,8952,421,10,50,2015,103,4
1946,407,6,29671,621,10,47,2015,67,4
1733,422,10,5424,606,8,39,2020,88,4
990,121,3,5513,201,2,11,2001,154,3
605,378,4,16895,626,4,23,2015,189,4
1201,50,1,27595,325,4,44,2003,122,7
2800,27,2,10625,585,9,32,2015,137,7
2406,420,4,1601,133,4,12,2018,92,6
2762,42,6,4966,581,8,35,2017,132,5
2170,204,9,5191,171,6,16,2019,65,2
1085,159,4,10969,266,5,8,2019,1,7
1900,276,7,23159,482,9,42,2002,149,1
1525,155,2,29989,123,10,17,2002,179,1
2643,9,5,9321,557,5,18,2010,59,6
2317,150,1,28882,162,6,16,2010,39,1
2851,380,4,13256,163,8,34,2016,62,6
1067,8,9,24563,267,1,22,2008,9,4
1017,139,5,16627,121,9,31,2012,103,5
362,134,1,13664,319,1,45,2005,62,7
501,394,1,9196,532,9,40,2005,168,7
9,176,3,13064,485,9,16,2015,178,4
2714,105,4,26588,308,1,12,2010,56,4
73,439,3,13107,83,5,19,2015,11,2
2192,44,1,17138,465,6,11,2009,87,5
280,102,8,22352,579,1,25,2008,39,6
2537,135,6,21016,209,6,15,2015,96,2
906,192,8,12604,485,3,40,2009,131,3
2777,226,9,29936,470,10,32,2006,164,3
2006,159,4,2705,126,10,42,2016,9,5
1774,330,2,29402,497,6,10,2016,152,3
2686,282,1,28741,103,9,43,2005,177,6
2501,432,6,16586,274,7,2,2020,11,7
2541,64,9,23787,225,2,22,2012,51,5
955,95,6,16944,144,9,18,2003,198,1
1048,128,2,9036,139,8,22,2008,71,2
334,54,10,21842,114,2,32,2004,163,4
377,194,2,9813,425,8,15,2005,178,3
203,199,3,26233,562,5,14,2006,90,6
464,397,9,14741,319,3,33,2021,102,7
487,267,4,11345,408,8,33,2010,49,4
407,42,9,19675,635,10,1,2013,81,5
1034,149,3,7836,244,6,28,2016,109,6
2368,45,5,6282,254,1,15,2007,5,5
2431,431,5,13821,657,6,29,2002,94,7
2286,328,1,26061,509,3,6,2017,144,7
84,339,7,25506,234,7,27,2010,121,1
2364,29,6,20218,332,9,4,2021,181,1
2099,30,2,12179,484,7,37,2005,196,2
329,361,1,19019,536,7,33,2011,5,4
673,440,8,1036,110,2,35,2011,142,1
599,99,9,23937,536,8,16,2002,110,5
2464,11,3,571,660,2,15,2006,186,5
275,266,6,26452,131,10,19,2021,43,4
2090,365,9,15558,150,3,32,2007,101,1
1750,224,5,8901,499,2,1,2007,97,1
959,308,5,17219,623,9,3,2021,189,5
2658,98,9,6099,476,2,50,2007,39,6
2967,395,10,5447,191,5,16,2015,103,1
2999,337,9,20945,224,4,9,2017,157,2
47,347,5,7204,526,8,44,2005,164,2
206,247,2,29837,332,3,38,2010,170,6
1613,10,8,28610,141,2,26,2002,81,2
505,434,4,27702,683,9,45,2012,68,2
2047,43,8,9074,444,9,44,2010,57,2
1111,27,7,27100,231,2,14,2019,131,4
642,87,9,4905,424,1,22,2019,144,1
2562,320,9,29955,245,3,25,2021,167,5
1134,279,3,8188,104,2,35,2008,137,4
2664,208,4,7262,228,7,33,2011,67,6
1877,220,7,593,274,4,50,2021,41,7
1671,421,7,26257,476,4,27,2021,21,2
212,46,8,13054,160,4,12,2000,61,6
1008,144,2,12020,138,7,35,2007,17,5
2207,209,9,18943,268,2,45,2015,196,7
2609,336,5,28030,234,10,49,2008,195,1
1093,145,1,25540,141,4,34,2012,29,1
990,174,6,16390,76,5,49,2007,32,4
227,228,10,6504,302,3,27,2021,12,2
1845,25,1,20269,581,8,3,2010,108,2
661,37,6,19176,589,8,26,2017,85,1
2292,79,10,6820,104,4,46,2014,165,1
1857,374,5,8373,291,10,43,2021,74,1
1098,11,2,25633,535,10,30,2008,156,1
30,350,8,12205,566,10,10,2017,100,6
530,413,10,28569,622,3,40,2020,165,6
777,28,4,26266,135,10,44,2007,99,1
838,333,1,9314,682,9,19,2013,56,5
2199,40,3,1913,677,4,39,2005,68,6
2204,50,8,17085,562,3,16,2019,161,2
2982,310,1,28179,209,5,40,2018,134,3
2964,265,3,28997,413,6,27,2014,133,7
1515,30,3,19828,510,7,30,2004,17,1
350,22,10,19091,699,2,20,2013,35,7
371,194,4,12731,291,10,47,2015,155,5
276,282,5,7368,438,10,49,2011,32,7
677,324,2,5035,177,2,19,2014,189,1
153,265,3,16457,301,7,8,2020,133,2
1829,167,7,12819,191,7,33,2016,112,1
1708,394,2,26632,408,6,18,2017,47,1
2994,423,8,11238,103,9,15,2020,125,5
2507,410,10,19664,539,5,47,2018,186,5
2814,216,10,22850,354,8,16,2001,137,6
1526,86,8,7699,627,4,37,2011,171,5
877,89,1,7136,467,10,32,2008,57,4
2796,402,9,16070,297,8,23,2005,60,3
1013,257,5,8312,153,7,44,2011,56,2
1360,174,9,27956,479,1,8,2021,162,7
202,400,4,23195,639,2,37,2007,193,3
969,274,5,919,209,1,5,2019,145,5
2140,371,3,20137,296,10,48,2005,11,7
635,163,1,26240,542,10,10,2010,82,4
1983,73,5,19758,267,9,21,2005,18,6
2441,214,3,13579,700,3,31,2012,36,3
378,167,1,2226,231,3,35,2020,140,5
809,169,5,26614,266,3,39,2003,57,1
1375,51,6,1961,145,4,21,2005,49,7
847,121,6,29357,327,2,48,2004,198,1
1653,446,2,23210,161,2,5,2005,190,2
1877,61,8,4726,332,4,49,2019,36,4
1679,69,3,12730,458,5,42,2009,34,2
2366,441,3,20417,370,8,18,2014,153,4
2530,412,8,13668,384,4,3,2017,82,2
383,403,8,24321,574,2,23,2001,143,2
1354,62,2,12762,331,1,26,2007,101,1
1793,63,7,6032,139,4,42,2001,168,1
230,41,4,14793,279,6,22,2012,128,7
2804,200,8,14908,522,8,4,2012,156,2
1372,253,1,17341,602,2,29,2006,71,3
1786,155,9,10602,231,10,11,2011,14,2
1123,85,5,8721,77,10,47,2000,52,5
1005,114,5,18624,515,4,30,2013,95,4
131,419,4,27393,575,4,26,2005,5,4
302,104,8,24925,509,2,25,2001,127,5
867,246,4,24393,445,10,46,2018,173,3
2444,345,10,27878,546,1,1,2004,200,4
306,241,3,25801,630,1,29,2018,67,7
2718,348,8,21276,508,3,16,2012,38,4
2654,128,9,15180,319,9,3,2002,30,6
2261,415,6,20043,407,1,9,2015,123,6
2355,439,8,22426,112,5,49,2010,187,2
1062,128,3,10328,268,5,10,2021,36,6
2724,393,7,29039,441,7,34,2016,23,1
1972,251,2,16634,196,9,12,2008,62,3
1345,178,10,25685,233,10,9,2010,84,5
2595,318,9,8633,372,1,15,2005,114,1
2720,167,5,5959,685,2,9,2013,200,3
1251,82,2,19715,546,4,31,2019,118,5
1762,364,2,19763,508,2,17,2013,17,4
652,219,1,5910,478,7,9,2000,101,3
1346,305,4,14767,440,9,45,2020,84,7
2167,21,10,9072,652,5,47,2000,98,6
118,164,3,13785,416,4,34,2007,15,7
334,121,8,9358,186,10,17,2003,134,4
1337,137,3,11064,248,9,44,2001,113,2
2445,303,3,3549,146,10,25,2007,178,5
408,67,4,12886,132,3,25,2012,61,7
631,236,4,8918,340,10,5,2017,5,2
465,430,3,3500,376,2,29,2015,115,5
550,239,1,18011,690,8,15,2006,7,7
1979,56,3,10817,610,9,2,2003,103,3
1966,176,2,15986,583,5,2,2020,18,5
2046,321,5,28128,358,6,5,2007,134,6
2080,228,3,29991,146,4,30,2007,27,6
1563,224,5,16497,443,7,24,2004,49,4
1631,219,8,4328,302,8,37,2021,64,3
275,380,9,4615,473,6,40,2012,150,5
2228,152,4,5645,396,2,23,2002,52,3
2808,442,1,268,180,5,11,2011,97,6
243,65,2,2631,217,7,46,2006,53,7
1046,409,10,11274,140,10,43,2001,115,1
2820,247,10,14001,246,6,30,2014,185,2
1574,126,7,16061,697,3,22,2018,98,5
25,329,10,29826,471,8,19,2016,28,6
2399,291,4,12013,464,8,11,2000,27,1
779,308,8,16369,491,6,17,2000,21,4
2863,444,7,10058,80,5,42,2018,15,7
1732,183,9,1021,656,6,40,2006,35,2
571,274,8,7382,686,4,35,2000,64,4
2073,41,7,3055,691,5,13,2021,113,5
2636,149,8,22192,400,5,18,2018,20,1
423,275,2,12692,132,3,27,2016,90,4
675,420,3,24645,409,5,12,2010,24,3
2897,190,1,27804,302,4,31,2014,88,6
1709,112,3,16588,118,4,1,2012,124,4
951,192,7,25086,108,2,18,2021,9,7
528,230,10,22791,666,1,25,2021,168,2
766,375,6,20307,270,5,11,2013,64,4
29,232,4,13406,379,5,8,2007,116,3
2663,181,3,12215,137,2,2,2009,112,3
1095,64,1,12057,130,4,28,2016,155,6
1078,308,1,19151,361,4,11,2007,73,7
1944,210,8,4933,599,5,22,2013,189,4
1967,176,8,11879,224,2,45,2012,85,1
1710,359,7,2575,664,6,16,2010,160,3
48,189,4,8621,211,8,38,2020,23,3
842,401,6,5778,211,7,26,2016,117,7
840,83,4,22323,440,5,45,2000,100,6
2479,248,7,16777,694,5,3,2010,41,2
1273,133,7,17760,664,7,28,2000,87,3
661,412,4,16135,326,3,26,2008,64,2
465,446,2,29639,507,9,23,2009,100,6
1734,51,9,4499,194,9,13,2017,137,7
521,329,4,15695,643,2,3,2016,36,4
2645,73,6,26891,350,4,41,2021,99,2
2347,332,7,19342,331,8,40,2014,107,4
1453,95,4,3459,297,5,6,2013,89,6
2366,187,2,664,248,9,45,2006,43,4
1776,150,8,1657,105,8,29,2018,94,1
2740,175,9,23618,313,6,39,2001,190,3
1005,123,9,21793,660,9,3,2008,187,2
1408,77,5,11054,486,9,39,2012,152,6
2937,398,6,21007,143,5,46,2004,184,2
2491,69,6,26170,564,10,36,2008,106,6
1402,316,5,28175,226,3,41,2007,136,2
1103,254,6,20444,506,6,32,2018,184,1
1217,156,10,8427,392,9,50,2017,107,4
2963,285,9,10282,189,10,44,2006,145,2
2089,158,4,22093,697,1,10,2002,163,4
2332,342,4,23865,559,6,17,2012,160,6
1100,280,7,3552,118,8,1,2010,177,6
2905,108,10,12651,296,6,50,2003,61,3
2201,283,10,12067,692,3,15,2016,60,1
869,94,3,26100,361,1,42,2015,46,3
2502,180,4,25143,212,8,10,2007,187,1
1164,275,6,3451,401,3,30,2010,163,4
448,68,6,4165,435,7,7,2009,172,7
1465,69,2,26307,161,5,50,2018,101,1
1840,249,7,7943,153,2,36,2002,32,3
2221,150,8,19495,270,10,26,2000,132,4
409,361,7,11967,481,8,20,2003,188,5
294,29,7,24587,156,2,37,2000,13,7
2204,14,2,9793,134,1,48,2009,193,3
2332,434,1,19952,673,5,27,2014,126,6
38,225,5,7461,370,1,22,2006,138,2
961,311,2,10926,354,8,36,2007,3,1
101,340,1,24671,109,4,43,2010,110,3
577,430,10,26956,520,7,27,2014,62,7
1506,329,8,12599,75,10,16,2002,135,1
2292,327,10,50,516,10,3,2004,146,1
1027,205,7,1188,173,8,39,2006,160,1
2076,371,10,21027,511,5,44,2015,10,5
2980,299,6,25887,619,4,39,2012,146,1
2042,315,8,25148,612,7,19,2004,14,3
1337,187,4,15531,107,3,46,2021,156,4
10,70,9,11459,493,8,2,2006,191,1
508,54,5,26256,560,6,11,2019,13,7
876,233,6,16477,168,3,26,2010,21,2
2736,425,8,15921,660,10,26,2000,129,6
1318,123,3,24978,133,6,44,2015,58,6
94,83,8,24668,399,6,32,2008,7,2
2706,125,2,6651,169,1,22,2012,81,7
2865,89,9,20627,412,6,34,2005,101,7
323,325,10,1431,643,5,37,2000,78,2
2486,266,4,21241,221,8,25,2015,118,3
1720,380,8,26032,114,6,14,2001,75,3
1860,125,2,23423,116,3,4,2006,179,4
614,228,9,17181,217,10,34,2006,29,6
1297,179,4,1755,351,1,21,2003,122,5
1227,268,6,16093,358,4,42,2008,183,1
312,113,4,26179,622,4,23,2014,120,4
93,74,6,19794,693,1,46,2004,84,1
1677,250,3,27579,295,7,37,2005,191,6
1706,247,7,23997,626,2,24,2018,91,3
1557,292,3,27319,291,10,2,2006,23,3
1428,220,3,11755,598,8,40,2011,147,1
291,30,1,29514,488,2,37,2002,180,7
879,31,2,27587,472,5,44,2021,47,7
2618,222,10,28192,272,6,42,2013,187,7
1292,275,4,15822,512,4,20,2005,18,1
1,361,8,26169,491,3,2,2011,38,5
353,241,5,19304,208,4,15,2021,157,5
1725,114,2,14142,389,3,45,2019,177,5
477,352,3,4852,259,4,1,2007,32,6
2576,330,4,5385,116,2,42,2004,3,5
485,153,8,29770,212,3,6,2015,43,2
2680,62,5,2148,303,5,10,2005,193,7
1279,360,9,10583,143,2,33,2018,5,3
1643,228,5,14934,497,5,38,2005,150,3
1648,323,7,19021,657,8,9,2001,148,7
85,192,4,9347,496,2,16,2005,126,4
610,267,3,5711,383,5,9,2018,32,4
686,11,3,2424,442,4,6,2001,107,5
809,450,9,9196,422,8,28,2004,77,4
104,42,9,10689,604,2,37,2012,130,3
889,107,1,7760,162,2,28,2004,156,2
2033,171,9,29387,231,8,42,2009,28,5
362,316,5,2126,132,8,6,2008,19,3
2872,420,7,3732,286,10,15,2001,5,5
1637,413,9,29896,284,1,43,2004,137,5
89,171,8,26183,365,9,48,2004,61,5
1736,327,8,174,334,5,24,2021,156,6
2299,352,7,28842,357,1,42,2006,136,1
1098,58,10,26239,573,5,31,2008,112,4
1186,319,6,21895,80,7,23,2015,145,5
2942,254,10,10916,241,8,41,2002,192,3
2207,165,9,11771,660,2,49,2013,133,4
2978,229,5,8343,477,6,6,2012,165,7
1088,110,1,28690,314,9,47,2018,47,3
2510,311,5,4691,671,1,38,2014,153,6
1017,343,1,22025,190,8,26,2006,67,6
422,1,10,13901,673,2,46,2013,75,3
282,125,8,11070,587,7,17,2003,9,2
1015,64,9,26707,378,5,27,2010,94,5
2864,84,2,23817,380,9,35,2018,109,6
2399,215,9,17759,433,7,29,2003,195,2
712,262,4,9541,173,6,13,2017,11,2
836,53,10,28791,254,3,28,2006,79,2
226,348,4,10857,414,1,47,2002,47,6
616,112,5,23825,118,1,37,2016,145,7
846,83,2,26791,517,9,37,2009,1,4
999,53,2,25193,680,7,29,2019,129,1
2732,50,9,13227,594,7,36,2001,106,1
2793,125,10,2334,174,4,41,2014,139,6
776,89,7,9008,679,5,23,2010,89,4
236,13,2,23540,275,9,5,2002,144,7
1199,401,8,4100,101,5,39,2007,147,1
1312,50,4,26382,588,4,27,2016,66,5
2860,156,5,4407,543,4,35,2020,143,1
555,22,1,12843,518,1,7,2015,190,7
677,375,4,24783,614,8,35,2004,152,7
2815,35,10,4181,150,9,27,2013,106,1
1093,176,4,23778,461,9,42,2007,175,5
1136,180,3,23301,127,5,48,2017,57,1
2087,356,9,1109,187,7,26,2021,65,2
548,411,4,1589,648,3,21,2009,168,2
2174,308,9,15626,432,6,43,2017,126,1
1351,372,5,6556,259,3,15,2006,28,4
1298,7,10,625,345,1,1,2003,146,7
1616,36,10,26372,622,2,10,2001,161,3
921,45,1,19263,467,10,37,2007,94,3
2483,360,9,2280,440,5,21,2013,127,7
599,344,6,4621,206,2,35,2007,162,4
2848,107,9,5308,664,4,23,2019,102,7
2503,216,9,17725,250,4,36,2009,25,7
1163,54,10,22671,598,8,23,2015,60,6
2207,450,1,14724,289,7,28,2015,8,2
403,151,5,10616,243,7,14,2019,194,7
1706,434,6,19576,425,7,21,2008,113,4
480,51,9,18148,402,9,50,2014,193,5
678,139,7,25258,391,8,12,2014,175,2
1692,252,6,5968,692,1,28,2011,70,2
2486,62,8,15517,686,4,11,2003,58,5
1353,197,6,23171,187,1,17,2001,59,3
1392,343,9,25192,164,7,16,2005,54,1
49,321,10,5013,662,7,12,2012,199,7
345,200,9,21672,423,5,50,2012,126,7
1830,218,9,9768,216,5,38,2020,149,6
2537,337,8,7559,554,10,47,2003,69,1
1909,53,10,27510,541,4,17,2018,194,1
2311,107,9,5556,528,9,25,2010,187,3
865,252,9,17096,144,8,15,2005,64,4
1371,142,4,29900,571,3,23,2006,17,5
1339,304,2,19084,391,4,24,2019,11,3
2158,128,4,5533,319,4,39,2000,132,3
2652,311,6,1968,160,1,6,2017,74,3
2538,450,7,13654,698,3,46,2013,50,2
739,275,5,12678,582,9,35,2001,54,5
992,59,2,10425,312,7,35,2019,148,7
2024,411,10,7389,141,1,36,2019,64,3
44,231,6,26110,583,3,24,2012,186,3
1261,151,5,29063,141,4,1,2012,134,1
2083,181,4,5013,525,9,32,2016,123,3
1174,148,5,23099,182,1,16,2018,153,6
279,430,6,11103,202,8,27,2008,43,5
838,217,4,3730,619,10,22,2003,29,3
1651,417,3,10236,322,6,19,2008,150,7
859,77,10,14934,638,5,24,2010,193,3
925,438,6,18277,277,10,17,2006,163,3
1008,202,10,28867,694,6,29,2009,138,6
1612,118,10,7851,604,9,6,2010,65,1
2356,254,9,7887,658,5,26,2010,188,3
2451,442,4,9341,245,9,9,2015,166,5
1101,291,2,21226,185,10,34,2003,179,6
1888,165,6,4847,616,1,14,2021,152,2
88,296,1,8215,422,8,26,2021,146,1
2747,239,3,7488,647,9,3,2019,88,2
1459,5,4,29908,441,9,5,2006,119,1
2823,351,8,20958,534,4,48,2020,152,6
871,355,9,19238,231,10,16,2002,80,6
425,308,3,29878,668,10,47,2013,1,4
2325,365,10,9284,666,1,39,2005,196,4
815,71,2,16726,223,8,32,2011,152,4
1872,200,10,1409,274,10,11,2006,24,2
2807,435,6,21885,282,9,7,2021,122,4
146,245,9,21284,218,4,1,2019,89,5
1839,326,10,22834,382,2,38,2008,151,2
114,407,3,28417,611,1,23,2012,162,1
2645,429,9,21984,426,10,32,2011,174,3
693,436,8,17784,171,2,8,2017,17,2
1653,435,5,16895,199,1,7,2015,130,6
1644,145,7,16023,230,5,38,2021,126,2
545,360,6,28709,659,1,22,2006,135,3
2201,250,10,3947,583,4,32,2020,33,7
1197,186,9,27152,346,10,29,2021,191,4
1254,88,6,16169,271,1,24,2009,88,5
2745,290,3,12191,632,5,4,2012,197,6
9,66,8,9174,87,6,43,2013,40,3
1900,379,10,15824,583,4,37,2017,22,3
1510,450,6,19375,498,2,36,2019,161,7
2955,76,10,854,132,2,18,2003,66,2
2079,94,9,18171,559,7,26,2005,87,1
1902,106,3,12988,451,5,12,2002,132,3
2264,211,7,1857,360,4,32,2012,190,3
2723,157,2,24316,197,5,9,2004,160,2
2118,97,5,20170,611,7,6,2004,10,7
1174,242,7,23419,612,5,7,2007,30,6
56,415,4,24824,484,10,46,2021,101,1
2822,296,4,12721,509,1,40,2010,69,5
363,179,5,7283,527,4,9,2021,20,2
965,329,5,27030,594,9,37,2013,129,2
733,196,4,10241,637,3,4,2015,16,5
1047,45,8,2999,507,4,30,2004,79,6
129,118,3,11445,278,7,28,2004,56,7
1280,175,9,4997,258,7,2,2020,15,3
1150,279,1,3400,627,6,26,2013,189,1
1115,319,4,19771,480,8,28,2012,196,5
2202,5,3,4665,590,2,31,2014,125,7
1672,333,8,29608,411,6,48,2020,16,7
511,275,7,4670,278,10,35,2016,50,2
545,244,8,6858,635,6,7,2000,140,1
1467,365,9,9784,319,9,35,2007,145,2
1302,302,7,23925,600,6,10,2021,187,4
2243,403,10,22146,534,9,33,2008,100,1
2666,354,1,13239,178,1,15,2012,13,2
1059,117,6,10246,110,2,20,2001,86,6
2096,85,5,21861,581,3,14,2009,113,7
1960,106,3,24169,299,7,19,2002,131,2
1048,86,3,7081,590,3,37,2001,84,3
954,226,8,9711,692,1,30,2008,110,6
1632,47,4,19741,611,3,49,2014,130,2
2594,100,8,26218,685,1,28,2001,182,6
2515,219,4,22837,460,2,15,2014,89,4
742,343,8,27003,634,2,5,2020,186,4
555,114,7,20707,367,2,24,2017,189,1
950,22,9,3382,91,6,8,2017,130,3
1015,422,10,7987,493,8,9,2011,77,6
2389,282,7,25005,685,8,18,2004,59,7
55,240,6,24311,279,10,6,2013,87,1
2025,364,3,13375,694,9,21,2001,74,6
2652,58,5,12345,242,10,21,2009,167,1
1211,388,3,11685,135,3,24,2020,60,7
2707,65,4,22196,83,4,12,2018,170,6
2961,211,6,5586,446,2,31,2018,121,6
708,142,3,16906,700,9,48,2021,108,3
222,221,1,7468,284,3,25,2010,53,3
1414,423,10,7657,117,4,24,2017,105,6
2740,292,5,25790,700,2,9,2012,62,2
54,107,10,1498,298,8,23,2000,63,4
1138,329,4,28497,422,8,30,2007,79,4
2074,156,7,3939,686,8,36,2006,167,5
652,219,1,21942,132,3,43,2006,5,2
1619,263,5,4288,534,1,32,2009,173,4
67,4,3,12807,366,10,16,2016,14,5
2123,110,10,25712,195,10,15,2020,142,5
1662,214,4,5173,498,2,20,2017,88,3
1316,204,1,3545,174,3,4,2009,35,5
710,319,7,20384,452,3,26,2016,33,3
1833,385,10,27727,692,4,21,2006,17,2
941,221,7,3915,177,1,11,2010,4,5
1838,382,1,16664,123,3,30,2006,142,4
2324,96,1,24645,665,4,45,2017,102,4
2397,415,4,22334,242,9,1,2019,30,2
1816,256,6,5326,659,4,7,2002,57,2
2047,318,7,25411,427,9,13,2000,36,2
2135,275,7,26878,253,3,23,2010,124,3
509,56,9,29954,453,8,23,2001,179,7
47,366,3,20475,365,9,6,2021,177,5
2628,300,3,8032,697,3,16,2012,159,7
84,78,2,18133,495,1,34,2016,91,1
1933,183,1,15392,590,3,43,2013,137,7
1624,29,4,21708,454,5,24,2012,22,2
761,416,8,27972,623,8,33,2019,177,2
2393,393,6,9339,330,10,28,2012,193,1
2838,197,5,956,209,6,48,2012,188,3
1925,409,10,29659,234,10,8,2020,23,1
2773,328,5,29859,536,4,33,2007,178,1
1772,38,8,11449,649,2,20,2021,151,5
780,432,1,12506,615,3,44,2016,1,4
1621,161,5,4401,109,2,16,2021,9,7
2150,265,9,28527,235,3,45,2016,175,7
802,431,5,15170,453,1,16,2019,89,3
1539,39,10,2846,94,7,8,2005,113,6
174,189,6,773,304,1,29,2008,150,4
854,232,6,16668,465,7,31,2011,128,4
2842,236,6,421,383,8,11,2014,146,6
730,185,2,10891,353,5,13,2016,197,5
2009,32,6,21560,125,4,47,2015,155,6
2221,69,2,17764,626,8,23,2009,92,4
1386,167,9,789,382,10,4,2021,86,3
926,178,3,10176,407,4,17,2001,49,6
509,389,10,27448,77,6,29,2011,54,3
2521,44,10,5629,649,1,19,2007,105,5
2588,254,6,10316,323,4,41,2007,166,6
603,224,10,28896,453,7,43,2021,64,6
1400,191,10,27511,330,2,45,2006,132,7
2739,439,9,9510,277,9,28,2012,167,3
428,60,6,6524,350,4,45,2001,68,5
28,9,6,12113,366,7,38,2004,19,3
1067,318,7,8968,113,8,49,2009,116,4
1054,392,10,23819,416,10,15,2004,1,4
1112,108,9,11420,619,7,50,2004,114,7
1815,219,3,1060,130,9,32,2015,155,5
773,56,5,15141,156,1,5,2020,27,2
2470,169,3,25567,540,5,50,2021,103,6
19,6,8,29347,133,2,4,2019,118,4
1565,109,3,7341,283,2,7,2007,48,5
173,230,3,17833,102,8,5,2018,188,1
2641,180,1,12576,531,4,17,2008,168,7
341,417,3,21874,294,1,28,2010,152,4
2798,153,10,1605,191,1,45,2014,53,1
460,207,2,5333,168,4,19,2016,59,4
836,419,2,11489,668,9,19,2002,2,3
1496,374,9,2260,616,9,50,2010,85,4
1684,386,3,25824,498,1,27,2021,195,7
1470,176,7,3658,566,2,18,2004,195,3
1703,183,2,10484,415,4,35,2012,151,3
